article name	author	% '.'	% ','	% '?'	% ':'	% ';'	% ' '	% '!'	% '-'	% '_'	% '('	% '"'	% '/'	sentences-to-words ratio	avg. sentence length	%" "	%"\n"	%"the"	%"and"	%"'"	%"of"	%"to"	%"-"	%"a"	%"in"	%"i"	%"""	%"that"	%"he"	%"it"	%"wa"	%"hi"	%"you"	%"with"	%"for"	%"as"	%"is"	%"+"	%"but"	%"her"	%"be"	%"not"	%"had"	%"my"	%"s"	%"at"	%"on"	%"thi"	%"she"	%"all"	%"have"	%"him"	%"they"	%"me"	%"by"	%"so"	%"which"	%"we"	%"from"	%"one"	%"no"	%""	%"were"	%"or"	%"are"
Pericles Princ_3.txt	Shakespeare	0.028315946348733235	0.04918032786885246	0.0014903129657228018	0.005216095380029807	0.012667660208643815	0	0.0014903129657228018	0	0	0	0	0	0.021439509954058193	80.83333333333333	1078	190	19	25	28	9	26	0	10	6	7	0	7	11	1	2	4	8	10	10	5	6	0	5	0	6	6	1	2	4	6	1	1	0	6	3	9	4	0	2	2	3	10	2	2	0	0	0	2	6
The Possessed_1.txt	Dostoyevsky	0.021875	0.03828125	0.00078125	0.00234375	0.0015625	0	0.0015625	0	0	0.0015625	0	0	0.016542155816435433	113.93548387096774	1118	104	40	20	8	20	18	8	12	14	5	8	7	6	16	16	8	2	3	6	5	6	0	8	10	1	6	8	0	3	3	5	3	12	1	3	6	1	0	3	3	0	0	3	3	0	0	3	1	0
The Custom of t_13.txt	Wharton	0.012998266897746967	0.026863084922010397	0.004332755632582322	0.0034662045060658577	0	0	0.0008665511265164644	0	0	0	0	0	0.011474469305794608	161.8	1008	96	34	16	12	22	10	32	13	7	0	14	6	7	7	10	5	2	7	4	8	0	0	2	13	3	6	5	0	5	5	3	4	16	4	2	4	2	0	2	2	2	0	3	1	2	0	5	1	0
The Iliad of Ho_1.txt	Homer	0.018362662586074982	0.051262433052792655	0.0007651109410864575	0.00612088752869166	0.0076511094108645756	0	0.0007651109410864575	0	0	0	0	0	0.014238773274917854	124.03846153846153	1100	86	28	20	4	24	17	6	9	8	18	6	4	3	5	1	1	3	8	6	3	6	0	12	2	7	5	0	6	2	1	3	5	0	5	4	6	8	3	0	1	2	0	3	2	2	0	3	0	2
The Taming of t_17.txt	Shakespeare	0.04591836734693878	0.06207482993197279	0.0017006802721088435	0.007653061224489796	0.011054421768707483	0	0.0017006802721088435	0	0	0	0	0	0.03634085213032581	49.689655172413794	840	146	12	9	56	6	12	6	4	8	25	0	8	3	6	1	1	14	4	5	2	5	0	4	0	5	9	0	10	4	0	1	5	0	3	4	1	0	3	2	4	0	1	1	1	2	0	1	1	1
The Game of Log_15.txt	Carroll	0.03271812080536913	0.031879194630872486	0	0	0.01761744966442953	0	0	0	0	0.006711409395973154	0	0	0.024761904761904763	75.92307692307692	848	110	24	5	14	12	10	18	10	5	2	38	9	0	2	0	0	0	0	8	3	14	0	1	1	7	7	0	1	0	1	1	0	0	13	0	1	1	0	0	4	2	0	0	2	16	0	0	4	38
Timon of Athens_17.txt	Shakespeare	0.028455284552845527	0.06585365853658537	0.0065040650406504065	0.0065040650406504065	0.0016260162601626016	0	0	0	0	0.0016260162601626016	0	0	0.024985473561882625	75.65116279069767	976	132	14	27	26	10	7	10	5	9	4	0	6	4	3	0	3	10	5	1	4	3	0	3	0	4	3	0	8	4	0	1	5	0	4	0	1	1	3	1	1	0	1	3	1	2	0	0	0	1
Kittys Class D_11.txt	Alcott	0.01862348178137652	0.044534412955465584	0.0008097165991902834	0	0.004858299595141701	0	0.0024291497975708503	0	0	0	0	0	0.01595159515951595	114.41379310344827	1074	102	25	25	26	23	17	2	14	7	3	8	6	6	5	8	7	2	4	3	6	2	0	5	13	3	1	7	4	6	3	2	1	8	1	5	7	5	1	6	0	0	0	1	3	0	0	2	2	2
Little Women O_4.txt	Alcott	0.02059308072487644	0.03789126853377265	0.002471169686985173	0.0016474464579901153	0.006589785831960461	0	0.0016474464579901153	0	0	0	0	0	0.018018018018018018	92.46666666666667	980	52	32	18	32	10	20	10	12	7	12	32	2	2	5	9	0	10	6	10	8	2	0	2	12	5	1	2	4	2	2	3	1	3	2	4	0	1	2	1	3	0	8	0	2	1	0	0	0	4
Impressions of_8.txt	Eliot	0.020460358056265986	0.026427962489343565	0.004262574595055414	0.0008525149190110827	0.0034100596760443308	0	0.0017050298380221654	0	0	0.0008525149190110827	0	0	0.01816051552431166	99.12903225806451	1016	82	25	9	10	21	19	8	9	10	17	20	13	2	7	7	7	9	1	5	3	11	0	4	9	2	7	4	2	2	1	1	2	6	2	4	5	1	2	0	2	0	0	1	3	2	0	0	2	3
The Red One_9.txt	London	0.013617021276595745	0.04680851063829787	0	0	0.003404255319148936	0	0.001702127659574468	0	0	0	0	0	0.010344827586206896	178.44444444444446	1030	90	50	24	0	34	11	24	9	6	7	0	8	5	8	12	4	1	8	6	4	0	0	2	0	3	2	1	6	1	3	3	0	0	4	0	5	2	0	1	3	1	0	4	6	0	2	1	1	0
Romola_13.txt	Eliot	0.014328808446455505	0.042232277526395176	0.0015082956259426848	0.0022624434389140274	0.0022624434389140274	0	0	0	0	0	0	0	0.01099476439790576	166.38095238095238	1130	98	38	17	6	29	11	14	14	10	11	20	9	5	1	2	3	13	9	4	8	6	0	4	0	1	3	0	9	3	4	5	1	0	3	7	0	2	2	6	1	0	2	7	1	0	0	3	6	4
A Son Of The Su_8.txt	London	0.031222123104371096	0.0231935771632471	0.001784121320249777	0.0008920606601248885	0.0008920606601248885	0	0	0	0	0	0	0	0.02235294117647059	80.97368421052632	972	96	37	18	30	13	14	28	11	14	9	8	8	7	7	8	7	4	4	6	0	1	0	4	2	1	1	2	2	4	7	3	1	1	0	0	2	6	2	2	2	0	2	4	1	0	0	2	0	0
Tales of the Fi_6.txt	London	0.025362318840579712	0.034420289855072464	0	0	0	0	0	0	0	0	0	0	0.017412935323383085	102.85714285714286	972	86	43	25	0	13	12	4	17	10	4	0	2	4	5	10	6	0	4	4	6	0	0	3	0	0	4	4	0	2	9	4	0	0	4	1	1	3	1	0	3	0	9	1	3	2	8	5	1	1
The Son of the_18.txt	London	0.021153846153846155	0.027884615384615386	0	0	0.0028846153846153848	0	0	0	0	0	0	0	0.014102564102564103	129.13636363636363	932	84	47	24	10	19	21	14	10	8	0	0	1	5	3	7	3	0	5	6	4	1	0	3	0	5	1	4	0	3	7	1	3	0	0	2	0	12	0	2	1	2	0	2	1	3	0	5	2	0
Barnaby Rudge_16.txt	Dickens	0.01755926251097454	0.04302019315188762	0.003511852502194908	0.000877963125548727	0.004389815627743635	0	0.006145741878841089	0	0	0	0	0	0.018753781004234724	94.29032258064517	950	72	26	23	56	13	6	24	12	7	9	0	5	11	5	7	20	2	5	6	3	4	0	5	0	1	3	2	1	8	3	1	5	1	3	2	12	7	4	2	1	2	1	1	0	3	0	2	2	3
Romeo and Julie_11.txt	Shakespeare	0.030716723549488054	0.0537542662116041	0.004266211604095563	0.005972696245733789	0.011092150170648464	0	0.005972696245733789	0	0	0	0	0	0.026947861745752782	64.02173913043478	926	162	14	14	26	6	14	16	4	4	27	0	9	0	7	1	0	0	1	6	5	5	0	8	1	8	5	0	11	3	3	2	12	0	4	7	0	1	6	6	3	4	1	0	2	1	0	1	2	1
Shakespeares p_10.txt	Shakespeare	0.03566009104704097	0.04628224582701062	0.002276176024279211	0.006828528072837633	0.012898330804248861	0	0.007587253414264037	0	0.0015174506828528073	0.0030349013657056147	0	0	0.03169398907103825	52.8448275862069	1034	114	18	14	32	13	15	14	22	8	20	0	5	4	5	0	6	7	5	4	7	8	0	1	0	5	2	1	14	8	0	1	8	1	0	10	8	0	5	1	1	1	0	0	4	1	0	0	0	3
The Brothers Ka_9.txt	Dostoyevsky	0.017800381436745075	0.03496503496503497	0	0.0025429116338207248	0	0	0	0	0	0	0	0	0.012184508268059183	150.78571428571428	1378	118	35	28	8	28	32	12	9	17	11	16	14	14	20	10	11	0	3	11	7	10	0	6	0	3	8	9	0	0	4	5	4	0	8	6	5	4	1	3	2	3	0	3	3	2	0	0	3	0
Dickens Storie_6.txt	Dickens	0.02585487906588824	0.060884070058381985	0.004170141784820684	0	0.0025020850708924102	0	0.004170141784820684	0	0	0	0	0	0.024773413897280966	71.46341463414635	916	56	24	11	104	10	15	18	15	3	20	10	6	1	3	6	5	13	6	4	3	3	0	2	3	6	1	1	2	5	5	2	2	0	2	2	1	3	3	2	4	1	1	1	2	2	0	1	0	2
The Age of Inno_18.txt	Wharton	0.014911463187325256	0.02702702702702703	0	0.0009319664492078285	0.001863932898415657	0	0	0	0	0.001863932898415657	0	0	0.017445482866043614	107.21428571428571	924	90	25	16	18	15	11	18	9	11	3	16	6	2	7	10	3	2	3	2	5	1	0	2	8	2	1	4	1	6	1	5	2	6	3	3	0	4	1	2	1	3	1	1	2	3	0	1	1	0
Oliver Twist_16.txt	Dickens	0.021311475409836064	0.05573770491803279	0.005737704918032787	0.004918032786885246	0.004918032786885246	0	0.001639344262295082	0	0	0	0	0	0.021554169030062395	84.23684210526316	996	88	47	16	70	12	15	22	15	7	11	0	11	6	6	1	5	6	9	5	0	2	0	2	0	1	0	4	1	5	5	2	3	0	1	4	4	2	1	1	1	6	0	2	2	2	0	1	1	2
The Descent of_15.txt	Wharton	0.03021978021978022	0.024725274725274724	0.0027472527472527475	0	0.004578754578754579	0	0	0	0	0	0	0	0.02573760200878845	68.92682926829268	910	82	21	7	32	9	15	12	13	7	15	24	15	12	6	9	10	6	4	1	4	1	0	7	10	3	6	11	3	4	1	6	1	16	0	3	2	0	0	1	1	1	0	0	0	1	0	0	0	0
Mathilda_12.txt	Shelley	0.01507537688442211	0.01722900215362527	0	0.0021536252692031586	0.008614501076812634	0	0.0014357501794687725	0	0	0	0	0	0.012042389210019268	146.72	1264	110	24	20	2	15	20	2	15	8	19	0	12	15	8	16	10	0	7	8	9	2	0	5	3	2	4	2	20	1	3	5	1	1	5	2	2	1	12	6	4	2	5	3	2	3	0	8	3	2
Ghosts A Domes_1.txt	Ibsen	0.045658012533572066	0.025962399283795883	0.008057296329453895	0	0.005371530886302597	0	0.0035810205908683975	0	0	0.004476275738585497	0	0	0.048519218651543794	34.142857142857146	944	94	18	8	6	14	11	4	8	8	12	0	6	8	12	2	5	15	3	5	4	14	0	7	0	4	3	0	3	1	4	2	3	1	5	3	3	1	6	0	1	0	2	1	0	4	0	2	4	4
The Turtles of_1.txt	London	0.016776075857038657	0.043034281546316555	0.0036469730123997084	0	0.002188183807439825	0	0	0	0	0	0	0	0.013513513513513514	133.8148148148148	1200	108	39	32	4	28	18	10	18	16	1	10	10	20	12	19	19	0	2	3	0	0	0	3	1	2	4	12	0	2	3	4	1	1	2	0	6	1	0	5	1	2	0	3	2	2	0	4	0	0
The Entire Proj_12.txt	Twain	0.03074141048824593	0.027124773960216998	0.0009041591320072332	0.0045207956600361665	0.0045207956600361665	0	0.006329113924050633	0	0	0	0	0	0.02697495183044316	64.16666666666667	898	80	32	15	6	16	8	30	19	9	22	24	6	2	10	13	6	1	5	3	0	13	0	4	0	1	5	1	6	2	4	3	1	0	5	2	2	3	0	2	1	0	2	2	4	2	0	2	0	5
Adventure_7.txt	London	0.028105167724388033	0.04623753399818677	0	0	0.0027198549410698096	0	0	0	0	0	0	0	0.01983365323096609	89.83870967741936	932	78	45	18	4	12	10	22	5	6	2	6	9	16	6	15	4	0	0	4	1	0	0	4	11	1	3	4	0	2	7	6	0	6	3	0	3	6	0	1	2	1	0	1	2	0	0	16	3	0
Three short wor_11.txt	Flaubert	0.027829313543599257	0.036178107606679034	0	0	0.00463821892393321	0	0	0	0	0	0	0	0.018808777429467086	99.6	948	106	46	30	2	16	8	6	13	9	0	2	2	15	2	3	15	0	4	3	5	1	0	3	4	0	3	5	1	1	3	6	1	2	0	2	5	3	0	0	0	0	0	3	0	0	0	4	0	0
Youth and the B_19.txt	Cather	0.024434389140271493	0.02986425339366516	0.0009049773755656109	0	0.004524886877828055	0	0.0009049773755656109	0	0	0	0	0	0.01834862385321101	96.36666666666666	984	86	47	15	6	13	13	12	6	11	0	2	6	6	4	14	9	0	2	5	4	0	0	3	3	2	2	9	0	2	4	7	0	7	0	1	5	5	0	2	1	2	0	3	0	2	0	8	1	0
Cratylus_4.txt	Plato	0.014853647881170816	0.035386631716906945	0.0017474879860200961	0.00873743993010048	0.0069899519440803845	0	0	0	0	0.0061162079510703364	0	0	0.011571254567600487	160.05263157894737	1954	172	64	33	10	37	25	26	19	17	7	0	19	0	4	5	0	8	6	7	6	63	0	10	0	13	4	0	3	0	1	4	8	0	6	6	0	2	3	6	3	25	7	7	4	2	0	1	11	5
Memoirs of a Ca_11.txt	Defoe	0.011787819253438114	0.036345776031434185	0	0	0	0	0	0	0	0	0	0	0.007905138339920948	217.33333333333334	918	82	51	26	8	15	10	4	11	7	8	0	1	2	6	11	0	0	9	10	6	0	0	2	0	2	4	6	2	2	3	4	5	0	4	1	1	1	2	5	2	2	3	0	2	3	0	1	7	0
Little Dorrit_7.txt	Dickens	0.023191094619666047	0.045454545454545456	0.0037105751391465678	0.0018552875695732839	0.0027829313543599257	0	0.0009276437847866419	0	0	0	0	0	0.01946787800129786	95.1	908	72	27	23	44	15	9	4	14	14	8	0	5	3	2	6	5	11	7	3	3	2	0	0	2	2	2	3	1	3	5	4	2	2	3	5	3	3	0	0	4	2	3	1	1	0	0	1	0	4
Miscellanies_18.txt	Wilde	0.0097442143727162	0.03654080389768575	0	0.001218026796589525	0.0054811205846528625	0	0	0	0	0.0006090133982947625	0	0	0.010712814173877214	172.65384615384616	1454	130	45	26	16	29	17	16	19	25	27	0	20	7	11	3	6	0	2	7	6	14	0	6	0	3	10	3	2	5	7	5	4	0	3	9	3	0	2	3	7	11	1	3	5	4	0	0	7	2
Rose in Bloom_7.txt	Alcott	0.017497812773403325	0.03937007874015748	0.0026246719160104987	0.0008748906386701663	0	0	0.006124234470691163	0	0	0	0	0	0.018292682926829267	93.8	980	72	27	19	16	13	15	0	10	7	8	26	9	6	8	5	3	9	7	4	13	6	0	4	1	1	2	1	0	2	2	2	0	2	2	4	0	1	1	1	2	1	9	0	7	1	0	2	1	3
Revolution and_18.txt	London	0.022996515679442508	0.020905923344947737	0	0	0.0027874564459930314	0	0	0	0	0	0	0	0.018161805173362685	107.87878787878788	1144	42	54	27	2	29	14	14	7	12	11	10	16	3	4	5	3	3	5	9	6	3	0	4	4	6	10	3	3	1	2	1	2	1	3	2	0	1	3	6	2	0	0	3	2	1	0	6	1	1
Rhyme And Reas_7.txt	Carroll	0.015521064301552107	0.028085735402808575	0.005173688100517369	0.003695491500369549	0.003695491500369549	0	0.0014781966001478197	0	0	0.0007390983000739098	0	0	0.018461538461538463	99.93333333333334	1022	18	28	14	10	20	10	16	16	10	20	8	7	1	11	3	2	5	7	5	4	5	0	3	0	1	3	1	0	1	1	1	4	0	4	7	0	5	3	7	2	0	0	2	2	3	0	0	3	2
History of the_9.txt	Defoe	0.009401709401709401	0.062393162393162394	0	0	0.006837606837606838	0	0	0	0	0	0	0	0.006535947712418301	268.45454545454544	1020	88	44	23	4	23	14	2	11	11	13	0	10	0	8	8	0	0	4	2	13	2	0	4	0	8	5	2	1	2	6	2	1	0	2	3	0	6	4	3	6	2	2	3	2	2	0	11	7	0
Military Memoir_0.txt	Defoe	0.01222707423580786	0.04192139737991266	0	0.0017467248908296944	0.0069868995633187774	0	0	0	0	0.0017467248908296944	0	0	0.008274231678486997	217.64285714285714	1004	92	43	21	22	25	15	6	8	9	10	0	8	4	5	6	2	0	12	4	5	0	0	4	0	4	4	11	7	0	5	0	4	0	3	2	1	5	1	7	1	7	0	4	3	0	0	5	1	0
Shakespeares C_6.txt	Shakespeare	0.05112044817927171	0.03431372549019608	0.0014005602240896359	0.007703081232492998	0.0070028011204481795	0	0.0063025210084033615	0	0	0	0	0	0.055266579973992196	31.96470588235294	934	56	15	5	20	14	10	0	11	5	11	0	2	7	3	0	3	7	1	5	4	7	0	6	0	6	4	0	9	6	0	3	6	0	5	11	6	2	4	3	3	3	1	1	2	3	0	0	1	6
The Early Short_14.txt	Wharton	0.041631973355537054	0.025811823480432972	0.006661115736885929	0.0008326394671107411	0.00749375520399667	0	0.002497918401332223	0	0	0	0	0	0.03652694610778443	47.40983606557377	954	82	28	7	14	12	19	14	8	1	12	50	6	20	6	12	4	3	5	4	3	2	0	8	15	1	2	4	2	1	8	3	2	22	0	2	10	0	4	0	0	0	3	2	3	1	0	1	0	0
The Temptation_6.txt	Flaubert	0.029383886255924172	0.046445497630331754	0	0.0009478672985781991	0.005687203791469194	0	0.0018957345971563982	0	0	0	0	0	0.021611001964636542	86.0	914	92	48	15	0	21	11	10	17	12	0	2	3	12	8	0	7	1	7	2	3	6	0	1	0	0	0	2	0	0	4	6	0	0	1	1	2	5	0	2	1	2	0	3	1	0	0	1	0	4
Timaeus_4.txt	Plato	0.016151685393258428	0.04073033707865169	0	0	0.0028089887640449437	0	0	0	0	0	0	0	0.010936757013789824	167.6086956521739	1278	114	90	48	2	30	16	8	11	19	0	0	0	1	1	2	2	1	5	1	3	11	0	6	0	5	1	1	0	1	2	1	3	0	4	4	2	14	0	7	0	9	3	4	1	3	0	2	5	7
The Master Buil_6.txt	Ibsen	0.07733333333333334	0.035555555555555556	0.016888888888888887	0	0	0	0.0008888888888888889	0	0	0	0	0	0.08142493638676845	21.5703125	814	170	19	8	6	7	9	36	8	8	12	0	9	2	5	2	1	12	5	2	0	5	0	3	4	1	6	0	2	1	4	2	4	4	6	7	1	2	6	3	1	0	0	0	5	9	0	0	0	3
Mugby Junction_8.txt	Dickens	0.01739850869925435	0.048053024026512015	0.0016570008285004142	0.0016570008285004142	0.0024855012427506215	0	0.004971002485501243	0	0	0	0	0	0.016939252336448597	99.03448275862068	990	78	15	18	38	12	14	20	17	9	15	16	17	16	11	1	3	10	1	4	7	8	0	2	7	3	4	3	6	8	3	4	2	10	3	9	1	4	11	3	4	1	0	0	0	4	0	1	0	3
The Man That Co_11.txt	Twain	0.022816679779701022	0.024390243902439025	0.0007867820613690008	0.0055074744295830055	0.0055074744295830055	0	0.012588512981904013	0	0	0.003147128245476003	0	0	0.027131782945736434	68.24489795918367	1004	102	43	26	24	11	15	40	13	9	2	26	7	6	18	8	2	3	4	5	3	5	0	3	0	8	5	0	4	6	3	1	3	0	3	4	1	0	3	3	3	7	1	4	2	0	0	1	2	2
Julius Caesar_17.txt	Shakespeare	0.035681610247026534	0.036596523330283626	0.0018298261665141812	0.0027447392497712718	0.013723696248856358	0	0.0036596523330283625	0	0	0	0	0	0.027672955974842768	63.38636363636363	876	152	22	19	16	19	9	2	6	7	10	2	7	2	2	0	3	10	10	5	0	6	0	3	0	5	6	0	3	5	1	0	6	0	5	2	4	1	6	3	4	2	1	1	0	2	0	0	0	0
Burning Dayligh_18.txt	London	0.024434389140271493	0.03800904977375565	0	0	0.0018099547511312218	0	0	0	0	0	0	0	0.016728624535315983	105.07407407407408	970	86	51	24	2	20	12	18	4	10	0	0	8	2	14	9	0	0	5	2	5	0	0	5	0	5	7	3	0	1	4	10	2	0	1	0	0	15	0	2	2	0	0	1	3	2	0	6	0	0
My Ántonia_15.txt	Cather	0.02456140350877193	0.02543859649122807	0.0043859649122807015	0.002631578947368421	0.005263157894736842	0	0.0017543859649122807	0	0	0	0	0	0.02140309155766944	79.72222222222223	988	88	22	16	14	9	17	16	19	8	11	16	11	16	7	18	7	5	8	8	2	1	0	1	0	1	1	10	2	2	2	7	1	2	1	2	6	0	6	2	1	1	2	1	0	1	0	0	0	0
MoonFace and_0.txt	London	0.02901178603807797	0.04805077062556664	0.003626473254759746	0	0	0	0.003626473254759746	0	0	0	0	0	0.02564102564102564	73.0	894	72	37	27	10	9	5	34	13	13	10	30	4	8	16	5	9	5	7	5	2	7	0	4	0	1	3	0	8	2	3	3	5	0	0	3	3	0	1	1	0	2	0	2	3	0	0	0	1	1
Sophist_8.txt	Plato	0.021312872975277068	0.03495311167945439	0.008525149190110827	0	0.0076726342710997444	0	0.0008525149190110827	0	0	0	0	0	0.020942408376963352	83.97222222222223	996	88	32	27	28	21	14	34	9	16	15	0	8	5	0	1	3	5	0	7	0	17	0	7	0	27	25	1	1	0	4	1	3	0	4	2	5	0	1	2	0	5	7	1	1	2	0	0	7	3
The Tragedy of_16.txt	Twain	0.014693171996542784	0.029386343993085567	0	0	0.000864304235090752	0	0	0	0	0	0	0	0.009872241579558653	193.1764705882353	1034	94	48	28	8	15	18	10	10	10	0	0	7	2	9	11	2	0	7	5	0	1	0	2	4	3	3	8	0	3	3	2	3	4	5	2	2	7	0	2	0	0	0	1	1	0	0	4	1	0
Scenes and Char_6.txt	Dickens	0.048723897911832945	0.030162412993039442	0.0007733952049497294	0.02242846094354215	0.0015467904098994587	0	0.009280742459396751	0	0	0	0	0	0.044589774078478	44.57333333333333	858	74	27	18	10	12	10	78	8	9	8	42	2	10	4	2	10	5	5	1	1	4	0	2	3	4	1	2	0	3	4	4	3	2	1	1	6	0	3	5	1	1	0	4	2	1	0	2	1	0
The Abbots Gho_19.txt	Alcott	0.02297794117647059	0.035845588235294115	0	0	0.003676470588235294	0	0	0	0	0	0	0	0.01813633520950594	102.44827586206897	962	88	41	25	4	15	14	6	12	11	2	6	4	6	5	5	6	1	4	5	1	0	0	2	5	2	1	1	3	2	2	2	2	2	2	2	2	0	2	3	1	2	0	2	2	3	0	0	0	0
Children of the_2.txt	London	0.02802893309222423	0.0352622061482821	0.0018083182640144665	0	0.0018083182640144665	0	0.0018083182640144665	0	0	0	0	0	0.02205419029615627	71.34285714285714	968	74	26	32	2	12	16	2	8	9	21	12	10	8	7	2	7	0	2	4	4	9	0	2	0	8	8	1	13	1	1	1	2	1	0	0	4	0	4	2	3	3	9	1	0	5	0	2	1	1
The Custom of t_15.txt	Wharton	0.013232514177693762	0.043478260869565216	0	0.000945179584120983	0.002835538752362949	0	0.000945179584120983	0	0	0	0	0	0.010834926704907584	180.52941176470588	920	92	31	17	8	24	18	20	17	4	0	6	6	1	4	7	0	0	3	1	3	0	0	5	23	1	3	4	0	4	2	3	1	9	0	0	1	2	0	3	0	0	0	6	1	1	0	3	2	0
The Life of Kin_12.txt	Shakespeare	0.03753351206434316	0.05361930294906166	0	0	0.01161751563896336	0	0.009830205540661306	0	0	0	0	0	0.03373647358370465	52.37735849056604	870	126	28	24	18	13	7	10	5	9	8	8	5	0	4	0	2	9	7	6	6	5	0	3	0	3	6	0	2	3	0	8	5	0	2	2	0	0	2	0	3	1	0	2	0	0	0	2	1	2
The Cricket on_13.txt	Dickens	0.014345991561181435	0.05232067510548523	0	0	0.010126582278481013	0	0	0	0	0.0008438818565400844	0	0	0.00978698906160046	197.47058823529412	1034	98	25	26	10	32	13	14	9	18	1	0	2	0	6	2	3	1	2	11	7	1	0	2	1	4	4	6	0	5	5	8	0	1	3	2	0	4	0	1	2	5	0	2	0	3	0	13	2	0
Reprinted Piece_5.txt	Dickens	0.020157756354075372	0.04294478527607362	0.0008764241893076249	0	0.010517090271691499	0	0.0017528483786152498	0	0	0	0	0	0.015403573629081947	114.44	984	86	43	23	0	17	17	4	14	7	1	0	5	2	8	4	1	0	3	4	0	3	0	2	0	9	3	1	0	1	7	0	1	0	7	1	0	19	0	0	2	0	5	2	3	1	2	2	4	5
Behind a Mask_5.txt	Alcott	0.023474178403755867	0.03943661971830986	0.0028169014084507044	0	0.0028169014084507044	0	0.0009389671361502347	0	0	0	0	0	0.01880674448767834	95.3103448275862	924	72	24	18	14	14	11	2	5	7	13	16	3	2	5	2	6	8	4	5	7	2	0	1	15	5	4	3	2	3	3	3	1	9	2	0	2	0	0	3	1	1	0	0	2	2	0	2	1	0
Speeches Liter_17.txt	Dickens	0.012441679626749611	0.0583203732503888	0	0	0.0015552099533437014	0	0	0	0	0	0	0	0.009110396570203644	189.11764705882354	1124	96	32	30	0	25	16	2	14	20	13	0	19	2	17	1	3	9	2	5	8	15	0	3	0	10	6	3	2	3	6	1	6	0	4	6	0	2	0	5	2	6	3	3	4	3	6	0	1	3
John Gabriel Bo_9.txt	Ibsen	0.045051698670605614	0.0258493353028065	0.00812407680945347	0.0014771048744460858	0.0007385524372230429	0	0.01624815361890694	0	0	0	0	0	0.06460834762721555	25.831858407079647	970	100	17	15	20	11	13	28	8	4	28	8	6	3	7	0	1	21	4	3	9	0	0	4	4	3	2	2	7	0	7	4	1	5	2	4	2	0	4	0	3	0	3	1	0	2	0	0	0	1
Cratylus_13.txt	Plato	0.011986301369863013	0.04708904109589041	0	0	0.004280821917808219	0	0	0	0	0.0008561643835616438	0	0	0.008172796263864565	232.78571428571428	1036	96	37	24	2	36	19	8	14	17	0	0	2	3	0	0	0	0	5	2	1	17	0	7	0	4	5	0	0	0	1	1	0	0	4	5	1	3	0	6	0	13	14	1	3	0	0	0	5	5
The Last Man_7.txt	Shelley	0.016090104585679808	0.042638777152051485	0.0008045052292839903	0.0008045052292839903	0.007240547063555913	0	0.0008045052292839903	0	0	0	0	0	0.012121212121212121	149.6818181818182	1098	94	31	26	10	28	25	4	7	10	11	4	5	21	7	4	20	2	6	3	6	1	0	1	0	0	2	13	10	5	3	3	4	0	2	1	8	1	5	3	1	4	1	2	1	1	0	1	1	0
Dutch Courage a_11.txt	London	0.028735632183908046	0.031609195402298854	0.0009578544061302681	0.0009578544061302681	0.0019157088122605363	0	0.004789272030651341	0	0	0	0	0	0.02330097087378641	77.36111111111111	924	86	40	21	4	10	15	16	11	8	0	0	1	17	7	14	7	0	2	4	2	0	0	6	1	2	3	3	0	2	5	4	3	0	1	0	2	1	0	2	1	3	0	2	5	2	0	4	0	0
The Life of Kin_1.txt	Shakespeare	0.02015355086372361	0.05758157389635317	0.0009596928982725527	0	0.008637236084452975	0	0.0009596928982725527	0	0	0	0	0	0.014743589743589743	124.26086956521739	860	144	23	11	26	11	12	6	7	17	1	0	2	0	2	0	3	3	8	2	7	4	0	1	1	3	2	0	1	5	3	0	1	0	4	4	1	2	0	2	2	2	9	4	6	2	0	0	6	3
Martin Eden_16.txt	London	0.036827195467422094	0.034702549575070823	0.0056657223796034	0	0.002124645892351275	0	0.000708215297450425	0	0	0	0	0	0.03147574819401445	54.40983606557377	1088	84	25	12	60	11	19	16	13	7	12	44	8	16	14	11	6	17	10	2	4	1	0	7	7	2	3	11	3	9	6	3	0	3	5	3	9	3	3	3	0	0	1	4	2	2	0	1	0	0
Miscellanies_16.txt	Wilde	0.013973799126637555	0.043668122270742356	0.0008733624454148472	0.0017467248908296944	0.0026200873362445414	0	0	0	0	0	0	0	0.011411411411411412	160.6315789473684	998	90	52	21	14	24	16	8	9	5	7	0	17	0	7	1	0	0	5	5	4	17	0	5	5	7	10	0	0	1	1	1	0	1	4	4	0	1	2	1	1	5	0	5	0	0	0	0	3	3
Phaedo_6.txt	Plato	0.01858736059479554	0.028810408921933085	0	0	0.004646840148698885	0	0	0	0	0	0	0	0.012626262626262626	138.3	968	80	36	22	8	33	16	0	6	18	0	0	19	6	3	0	0	0	1	3	0	19	0	3	0	1	7	1	0	0	3	1	1	0	2	1	4	9	0	4	1	5	11	2	1	5	0	1	5	9
Aunt Jos Scrap_11.txt	Alcott	0.01285140562248996	0.043373493975903614	0	0	0.0008032128514056225	0	0	0	0	0	0	0	0.011400651465798045	155.04761904761904	1118	98	37	23	6	14	12	4	15	11	2	2	8	0	4	10	1	0	5	11	4	0	0	6	13	2	2	9	0	3	3	4	0	11	7	4	0	6	0	0	4	1	0	2	2	2	0	8	1	0
